customUser:user_Id,date,cancel_order_clicked(eventcount),cancel_order_clicked(Duration),confirm_order_button(eventcount),confirm_order_button(Duration),coupon_applied_clicked(eventcount),coupon_applied_clicked(Duration),customer_carecall_clicked(eventcount),customer_carecall_clicked(Duration),home_page(eventcount),home_page(Duration),login(eventcount),login(Duration),login_screen_reached(eventcount),login_screen_reached(Duration),notification_dismiss(eventcount),notification_dismiss(Duration),notification_foreground(eventcount),notification_foreground(Duration),notification_open(eventcount),notification_open(Duration),notification_receive(eventcount),notification_receive(Duration),order_page(eventcount),order_page(Duration),order_search_clicked(eventcount),order_search_clicked(Duration),otp_screen_reached(eventcount),otp_screen_reached(Duration),product_category_clicked(eventcount),product_category_clicked(Duration),repeatorder_clicked(eventcount),repeatorder_clicked(Duration),reward_page(eventcount),reward_page(Duration),session_start(eventcount),session_start(Duration),track_page(eventcount),track_page(Duration),user_engagement(eventcount),user_engagement(Duration),Grand Total(eventcount),Grand Total(Duration)
111392105,2024-03-19,,,1,1.00E-06,,,,,1,0.001001,1,2.005999,,,1,8.148501,1,0.002001,,,1,463.9015015,1,0.001001,1,14.827003,,,,,1,1.00E-06,,,1,0,1,18.022002,1,35.7680015,12,5.43E+02
,2024-03-20,,,,,,,,,,,,,1,0.006001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,1.814001,4,1.821003
111395787,2024-05-13,,,1,0.002002,1,8.310001,,,1,0.002003,1,2.006987,,,,,1,0.006002,,,1,1419.542003,,,,,,,,,,,1,0.001001,,,1,165.464012,1,611.049013,9,2206.383024
111404948,2024-03-18,,,1,0.001001,,,,,,,1,2.005992,1,0.017001,,,1,0.004001,,,1,1167.030998,,,,,1,1.00E-06,1,6.125002,,,,,1,0,1,13.445002,1,90.668003,10,1279.297001
,2024-05-05,,,1,0.002002,,,,,1,2.00E-06,1,25.690991,1,0.009001,,,1,0.009002,,,1,555.953986,1,0.003002,,,1,0.003002,,,1,0.002001,1,0.001002,1,0,1,230.812011,1,512.206009,13,1324.692011
111409608,2024-03-13,,,1,0.001001,,,,,,,1,2.005986,1,0.002001,1,16.528501,1,0.005001,,,1,118.0725015,,,,,1,0.001001,,,1,0.001001,,,1,0,1,5.068501,1,19.687502,11,161.3729965
,2024-04-07,,,1,0.001001,,,,,,,1,2.004977,,,1,5.985001,1,0.005001,,,1,556.112002,,,,,,,,,1,0.001001,,,1,0,1,0.798001,1,15.12100167,9,580.0279857
,2024-04-08,,,,,,,,,,,,,1,0.002001,,,,,,,,,,,,,1,0.001001,,,1,0.001001,,,1,0,,,1,2.303001,5,2.307004
111417877,2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,0
111439881,2024-04-09,,,1,0.001001,,,,,,,1,2.004992,,,,,1,0.004001,,,1,1417.050997,,,,,,,,,,,,,,,1,7.122002,1,81.169002,6,1507.351995
111442101,2024-03-06,,,1,1.00E-06,,,,,,,1,2.00598,,,,,1,0.003001,,,1,0.339001,,,,,,,1,6.481001,,,,,1,0,,,1,585.527503,7,5.94E+02
111467218,2024-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,0.720001,2,0.720001
111468172,2024-03-19,,,,,,,,,,,1,2.000996,1,0.015001,,,,,,,,,,,,,1,0.002001,,,,,,,1,0,1,340.570999,1,164.446996,6,507.035993
,2024-04-07,,,,,,,,,1,0,1,0,,,,,,,,,,,1,0,1,0,,,,,,,,,,,1,0,1,0,6,0
111493405,2024-03-15,,,,,,,,,1,1.00E-06,1,0.478989,1,0.010001,1,0,,,,,1,0,1,0.002001,,,1,0.001001,,,,,,,1,0,1,32.126002,1,116.5855035,10,1.49E+02
111511165,2024-02-29,,,1,1.00E-06,,,,,1,0.0020015,1,1.3584885,1,0.013001,1,0,1,0.003001,,,1,885.255995,,,,,1,1.00E-06,,,,,,,1,0,1,25.901002,1,108.8635018,11,1021.396993
111525290,2024-02-29,,,1,0.008001,,,,,1,0.0010025,1,2.000996,1,0.001001,,,,,,,,,1,0.001001,,,1,0.002001,,,,,1,0.001001,1,0,1,340.8959995,1,384.6014895,10,727.5124925
,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,0.468001,2,0.468001
111530219,2024-05-05,,,,,,,,,1,1.00E-06,1,2.008989,,,,,,,,,,,,,,,,,,,,,,,,,1,45.274002,1,792.506003,4,8.40E+02
111551851,2024-04-23,,,,,,,1,68.537995,,,1,2.005987,,,,,1,0.086001,,,1,432.039,,,,,,,,,,,,,,,,,1,198.462006,5,701.130989
,2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,11.294001,1,28.2080025,3,39.5020035
,2024-05-02,,,,,,,,,,,,,1,2.719001,,,,,,,,,,,,,,,,,,,,,1,0,,,1,38.277996,3,40.996997
,2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,1.932001,2,1.932001
,2024-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,1.497001,2,1.497001
111557662,2024-03-19,,,1,0.003001,,,,,,,1,2.001989,,,,,1,76.173993,,,,,,,,,,,,,,,,,1,0,1,0.002001,1,876.739,6,954.919984
111559091,2024-02-29,,,1,0.001001,,,,,1,1.00E-06,1,0.012989,1,0.013001,,,1,0.004001,,,1,4.764501,,,,,1,1.00E-06,,,,,,,1,0,1,121.1005015,1,64.6770025,10,190.572999
,2024-04-21,,,1,1.00E-06,,,,,,,1,1.13499,1,0.015001,,,1,0.004001,,,1,555.376003,,,,,1,1.00E-06,,,,,,,,,1,2.00E-06,1,63.057003,8,6.20E+02
,2024-05-08,,,1,1.00E-06,,,,,1,1.00E-06,1,2.008991,1,0.013001,,,1,0.004001,,,1,18.3325015,,,,,1,0.001001,,,,,,,1,0,1,28.081502,1,46.673502,10,9.51E+01
111599890,2024-03-11,,,,,1,6.404001,1,118.062001,,,1,2.006986,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.045001,4,126.517989
,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,52.262001,2,52.262001
111604067,2024-04-12,,,,,,,,,1,2.00E-06,1,2.003991,,,,,,,,,,,1,0.001001,,,,,,,,,1,1.00E-06,,,1,40.119006,1,9.621001,6,5.17E+01
111606541,2024-05-07,,,1,1.00E-06,1,4.958001,1,12.272002,1,0.0045045,1,2.416982,,,,,1,0.005001,,,1,545.599991,1,0.0035035,,,,,,,,,1,0.004004,1,0,1,147.285016,1,28.884006,12,7.41E+02
111607317,2024-03-27,,,,,,,,,1,0.005006,1,1.987981,,,,,,,,,,,1,0.002002,1,46.135989,,,,,,,1,0.002002,,,1,69.785013,1,449.724992,7,567.642985
,2024-03-28,,,,,,,1,3.277001,1,2.00E-06,,,,,,,,,,,,,1,0.001001,,,,,,,,,,,1,0,1,16.198005,1,1065.405971,6,1084.88198
,2024-04-01,,,,,,,1,3.537001,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,4.082001,1,97.059995,4,104.678997
,2024-04-03,,,,,,,1,4.506003,1,0.006006,,,,,,,1,198.056,,,,,1,0.002003,1,6.389002,,,,,,,1,0.001002,1,0,1,293.735002,1,201.432977,9,704.127995
111608197,2024-04-03,,,,,,,,,,,1,2.003992,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.371001,2,17.374993
111630348,2024-05-08,,,1,0.004001,,,,,,,1,2.003978,1,0.047001,,,,,,,,,,,,,1,0.001001,1,3.612001,,,,,1,0,,,1,322.7085015,7,328.3764835
111652578,2024-03-04,,,,,,,,,,,1,2.005987,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.890002,2,13.895989
,2024-04-14,,,1,0.005005,,,1,60.951001,1,0.004005,1,2.002997,1,3.82,,,1,0.014005,,,1,188.651997,,,,,1,0.001002,,,,,,,1,0,1,171.377957,1,673.468018,11,1100.295987
,2024-04-15,,,,,,,,,,,,,,,,,1,0.002001,,,1,9.805994,,,,,,,,,,,,,1,0,1,41.393002,1,29.239002,5,80.439999
,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,21.137001,2,21.137001
,2024-05-03,,,,,,,,,,,1,2.004992,1,4.798001,,,,,,,1,1455.638976,,,,,1,0.001001,,,1,1.00E-06,,,1,0,,,1,97.177003,7,1559.619974
111684681,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,3.052001,2,3.052001
,2024-03-06,,,1,0.001001,,,,,,,1,2.003998,1,0.008001,,,1,0.004001,,,1,0.987001,,,,,1,1.00E-06,,,1,1.00E-06,,,1,0,,,1,11.703001,9,14.707005
,2024-04-10,,,1,0.001001,,,,,,,1,2.003992,1,1.317001,,,1,0.004501,,,1,975.353494,,,,,1,1.00E-06,,,1,1.00E-06,,,1,0,1,1.00E-06,1,173.9220035,10,1152.601996
,2024-05-15,,,,,,,,,,,1,2.004992,1,0.016001,,,,,,,,,,,,,1,0.001001,,,1,0.001001,,,1,0,,,1,48.248003,6,50.270998
111685876,2024-04-02,,,1,0.003001,,,,,1,0.001001,1,2.006999,1,0.014001,,,1,0.007001,,,1,301.289003,,,,,1,1.00E-06,,,,,,,,,1,26.981002,1,71.277003,9,401.579012
111689095,2024-03-13,,,,,,,,,1,0.002002,1,2.007992,,,,,,,,,,,1,0.001002,,,,,1,20.011002,,,1,0.003002,,,1,29.026008,1,2.551001,7,53.602009
,2024-05-08,,,1,0.001001,,,,,1,0.002002,1,2.006992,,,,,1,0.005001,,,1,467.205962,1,0.003001,,,,,,,,,1,1.00E-06,,,1,63.234011,1,1224.039015,9,1756.496986
111689106,2024-03-09,,,1,1.00E-06,,,,,1,3.00E-06,1,2.007952,1,0.83001,1,32.140002,1,0.004001,,,1,28.805003,,,,,1,0.001001,,,,,,,,,1,258.125018,1,208.832011,10,5.31E+02
111693950,2024-03-26,,,,,,,,,,,1,2.004988,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.713003,2,36.717991
,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,17.214001,2,17.214001
111704979,2024-03-11,,,,,,,,,,,1,2.007989,,,,,,,,,,,,,,,,,,,,,,,,,,,1,319.614005,2,321.621994
,2024-03-12,,,1,0.001001,,,,,1,0.001001,,,,,,,1,0.017002,,,1,758.502003,,,,,,,,,,,1,0.001001,1,0,1,34.523002,1,61.84565733,8,854.8906673
,2024-04-29,,,1,0.005001,,,,,1,0.001003,1,2.009993,,,1,0,1,0.009001,,,1,205.3209995,,,,,,,,,1,0.001001,1,0.002001,1,0,1,586.888007,1,667.854498,11,1462.091505
111706117,2024-03-03,,,,,,,,,,,,,1,0.017001,,,,,,,,,,,,,,,,,,,,,1,0,,,1,39.407001,3,39.424002
111717474,2024-03-15,,,1,0.001001,,,,,1,1.00E-06,1,0.46199,,,1,0,1,0.001001,,,1,1112.020985,,,,,,,,,,,,,,,1,61.515002,1,3.896002,8,1177.895982
,2024-03-26,,,,,,,,,,,,,1,2.738001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,164.462001,4,167.201003
111720284,2024-03-27,,,1,0.001001,,,,,,,1,2.027991,,,1,0,1,0.026001,,,1,407.587493,,,,,,,,,1,0.001001,,,1,0,1,1.00E-06,1,103.849004,9,513.492492
,2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.397004,,,,,1,0,,,1,1.274001,3,45.671005
,2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,0
,2024-04-18,,,,,,,,,,,,,1,2.064001,,,,,,,,,,,,,,,,,,,,,1,0,1,1.013001,1,1.310002,4,4.387004
,2024-04-29,,,,,,,,,1,0.004002,1,2.00399,1,0.040001,,,,,,,,,1,0.001001,,,1,0.004001,,,1,0.002001,,,1,0,1,43.190005,1,19.454003,9,64.699004
111740780,2024-02-19,,,,,,,,,,,,,1,0.085001,,,,,,,,,,,,,1,0.003001,,,,,,,1,0,,,,,3,0.088002
,2024-04-01,,,1,0.001001,,,,,,,1,2.003993,,,1,17.856001,1,0.004001,,,1,1821.760996,,,,,,,,,1,1.00E-06,,,,,1,667.965002,1,111.627004,8,2621.217999
,2024-05-09,,,1,0.001001,1,10.704001,,,1,1.00E-06,1,2.011995,,,1,234.656002,1,0.002001,,,1,945.770979,,,,,,,,,1,0.001001,,,,,1,624.018003,1,96.809003,10,1913.973987
111790457,2024-03-02,1,22.129001,1,0.001001,,,,,1,0.001001,1,2.001992,1,0.015001,,,1,0.007002,,,1,0.822002,1,1.00E-06,,,1,0.003001,,,,,,,1,0,1,5.963002,1,4.180001,12,35.123005
111805224,2024-05-07,,,1,0.007001,,,,,1,0.001002,1,0.839998,1,0.003001,1,10.978002,1,0.008001,,,1,233.744003,,,,,1,0.001001,,,,,,,,,1,944.999979,1,582.594004,10,1773.175992
111808488,2024-02-16,,,1,0.004001,,,,,1,0.002001,1,2.014989,,,1,0,1,0.008001,,,1,758.649989,,,,,,,,,1,0.012003,,,,,1,69.442003,1,166.919008,9,997.051995
111818564,2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,14.985001,2,14.985001
111829340,2024-05-12,,,,,,,,,,,1,2.00499,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,106.8945025,3,108.8994925
111850543,2024-05-07,,,,,,,,,,,1,2.010993,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.588002,2,52.598995
,2024-05-08,,,,,,,1,4.363001,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,43.383001,1,0.036001,4,47.782003
111853566,2024-04-05,,,1,0.001001,,,,,,,1,1.99899,,,,,1,0.005001,,,1,4280.696989,,,,,,,,,,,,,,,1,32.964006,1,342.60401,6,4658.269997
111871726,2024-03-16,,,1,1.00E-06,,,,,1,1.00E-06,1,2.00799,1,0.002001,1,5.842002,1,0.004001,,,1,290.578003,,,,,1,1.00E-06,,,1,1.00E-06,,,1,0,1,2.405001,1,14.226002,12,3.15E+02
111887399,2024-05-05,,,,,,,,,,,1,0.803994,1,0.010001,,,,,,,1,141.594001,,,,,1,0.002001,,,,,,,1,0,1,1.209001,1,54.7925015,7,198.4114995
111895314,2024-03-17,,,,,,,,,1,0.001001,,,,,,,,,,,,,1,0.001001,,,,,,,,,,,1,0,1,11.291002,1,4.276001,5,15.569005
,2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,3.303001,2,3.303001
111898005,2024-02-28,,,1,0.001001,,,,,,,1,2.004992,1,0.007001,,,1,0.003002,,,1,1352.221977,1,2.00E-06,,,1,1.00E-06,,,1,1.00E-06,1,1.00E-06,1,0,1,26.517005,1,245.757004,12,1626.511987
,2024-04-10,,,1,1.00E-06,,,,,,,1,2.003,1,0.006001,,,1,0.003002,,,1,24.714002,,,,,1,1.00E-06,,,1,1.00E-06,,,1,0,1,0.001001,1,252.631004,10,2.79E+02
,2024-05-04,,,1,0.001001,,,,,,,1,2.003,1,0.009001,,,1,0.005001,,,1,474.531988,,,,,1,1.00E-06,,,1,1.00E-06,,,1,0,1,1.00E-06,1,74.054003,10,550.603997
111941701,2024-04-19,,,1,0.001001,,,,,1,1.00E-06,1,2.00499,1,0.002001,,,1,0.011002,,,1,853.1810025,1,1.00E-06,,,1,0.002001,,,1,0.002001,,,1,0,1,50.9095025,1,74.7805025,12,980.8940055
111961201,2024-04-30,,,,,,,,,1,1.00E-06,1,2.002983,1,0.016001,,,,,,,1,126.417001,,,,,1,0.001001,,,,,,,1,0,1,10.746002,1,24.807002,8,1.64E+02
111973921,2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,0
111989403,2024-05-05,,,,,,,,,,,1,0.481989,1,0.004001,,,,,,,1,9.323001,,,,,1,0.001001,,,,,,,1,0,,,1,77.372001,6,87.181993
111990175,2024-05-11,,,1,0.004001,,,,,,,1,2.021992,,,,,1,0.006001,,,1,121.529988,,,,,,,,,1,0.001001,,,,,1,6.958001,1,10.660002,7,141.180986
112003888,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,192.113002,2,192.113002
,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,0
112011104,2024-03-17,,,1,0.001001,,,,,1,1.00E-06,1,2.004991,1,0.013001,,,1,0.004001,,,1,5.698001,,,,,1,0.001001,,,,,,,1,0,1,19.390502,1,25.0195015,10,52.1320005
,2024-04-12,,,1,0.001001,,,,,1,1.00E-06,1,0.659984,1,0.074003,,,1,0.005001,,,1,10.529003,,,,,1,0.001001,,,,,,,,,1,10.080003,1,1582.268984,9,1603.618981
,2024-05-05,,,1,0.001001,,,,,,,1,0.740983,1,0.014001,,,1,0.006001,,,1,9.4105015,,,,,1,1.00E-06,,,,,,,1,0,1,0.758001,1,28.143668,9,39.0741575
112014071,2024-03-25,,,1,0.001001,,,,,1,0.011008,1,2.005987,,,1,16.812002,1,0.008002,,,1,1791.132005,1,0.002001,,,,,,,,,,,,,1,1288.666977,1,875.86502,9,3974.504003
,2024-03-26,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0
,2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,122.931003,2,122.931003
112018554,2024-02-20,,,,,,,,,,,1,2.004991,,,,,,,,,,,,,,,,,,,,,,,,,,,1,154.377994,2,156.382985
112065627,2024-04-16,,,,,,,,,,,1,2.010977,,,1,0,,,,,1,248.081003,,,,,,,,,,,,,1,0,,,1,59.251002,5,309.342982
112071204,2024-04-07,,,1,0.001001,,,,,1,0.007001,1,2.005988,1,0.002001,,,1,0.013001,,,1,92.357003,,,,,1,0.001001,,,,,,,1,0,1,19.231003,1,123.380003,10,236.998002
,2024-04-10,,,1,0.007001,,,,,1,0.002001,1,2.012991,1,0.012001,1,23.559002,1,0.007001,,,1,135.282985,,,,,1,1.00E-06,,,,,,,1,0,1,50.744995,1,24.792005,11,236.419983
,2024-04-11,,,1,0.002001,,,,,,,1,2.00599,1,0.002001,1,22.646003,1,0.008001,,,1,87.719986,,,,,1,1.00E-06,,,,,,,1,0,1,10.760003,1,27.783004,10,150.92699
,2024-04-12,,,1,0.001001,,,,,1,1.00E-06,1,2.034991,1,0.013001,1,9.314002,1,0.003001,,,1,123.04299,,,,,1,0.001001,,,,,,,,,1,23.281002,1,14.553003,10,172.243993
,2024-04-14,,,1,0.002001,,,,,1,0.002001,1,0.592995,1,0.003001,1,2.335001,1,0.005001,,,1,42.492002,,,,,1,0.002001,,,,,,,,,1,15.817003,1,15.138003,10,76.389009
,2024-04-15,,,1,0.001001,,,,,1,0.002001,1,2.004984,1,0.008001,1,18.927002,1,0.007001,,,1,64.395003,,,,,1,0.006002,,,,,,,1,0,1,65.802002,1,32.6460035,11,183.7990005
,2024-04-17,,,1,0.008001,,,,,1,0.002001,1,2.014988,,,1,10.039002,1,0.014001,,,1,67.354003,,,,,,,,,,,,,,,1,20.579004,1,116.906004,8,216.917004
,2024-04-18,,,,,,,,,,,,,1,0.012002,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,,,3,0.013003
,2024-04-19,,,1,0.001001,,,,,1,0.002002,1,2.00699,1,0.053003,,,1,0.005001,,,1,105.379003,,,,,1,0.017007,1,5.576001,,,,,,,1,254.097005,1,485.683009,10,852.820022
,2024-04-20,,,1,0.001001,,,,,,,1,2.006992,1,0.002001,1,14.301001,1,0.005001,,,1,97.327003,,,,,1,0.001001,,,,,,,1,0,1,10.807002,1,8.988502,10,133.439504
,2024-04-21,,,1,0.006001,,,,,,,1,2.014956,1,0.012001,1,2.240001,1,0.008001,,,1,68.739002,,,,,1,0.001001,,,,,,,1,0,1,24.097003,1,8.012002,10,105.129968
,2024-04-28,,,1,0.002001,,,,,,,1,2.004989,1,0.007001,1,63.135002,1,0.020001,,,1,416.736003,,,,,1,1.00E-06,,,,,,,,,1,2.361001,1,12.233002,9,496.499001
,2024-04-30,,,1,1.00E-06,,,,,1,1.00E-06,1,2.021992,,,1,4.623001,1,0.004001,,,1,86.767003,,,,,,,,,,,,,,,1,51.416999,1,9.674003,8,1.55E+02
,2024-05-01,,,,,,,,,,,,,1,0.031002,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,,,3,0.032003
,2024-05-04,,,1,0.001001,,,,,,,1,0.67299,1,0.027001,1,11.206002,1,0.015001,,,1,123.017003,,,,,1,0.001001,,,,,,,1,0,1,2.310002,1,53.726003,10,190.976004
,2024-05-05,,,1,0.002001,,,,,,,1,0.564972,,,1,41.861001,1,0.003001,,,1,783.6824945,,,,,,,1,5.605001,,,,,1,0,1,3.688001,1,5.224001,9,840.6304725
,2024-05-06,,,,,,,,,,,,,1,0.003001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,1,1.773001,1,40.749002,5,42.526005
,2024-05-09,,,1,0.001001,,,,,,,1,2.005992,1,0.006001,,,1,0.009001,,,1,93.022495,,,,,1,0.002001,,,,,,,1,0,1,4.372001,1,2.922001,9,102.340493
112075352,2024-04-11,1,49.744001,1,0.002002,,,,,1,0.003003,1,1.984992,,,,,1,0.016004,,,1,49.847004,1,0.012003,1,52.753001,,,1,29.308003,,,1,0.002002,,,1,352.165011,1,303.268008,12,839.105034
,2024-04-12,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,0
,2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,32.731002,2,32.731002
,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,13.344001,2,13.344001
,2024-04-25,,,,,,,,,,,1,2.014987,1,0.009001,,,,,,,,,,,,,1,0.002002,,,,,,,1,0,,,1,1503.243005,5,1505.268995
112100207,2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.798053,,,,,1,0,,,1,124.237002,3,129.035055
112101223,2024-03-23,,,,,,,,,,,1,2.010983,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,45.894501,3,47.905484
112108274,2024-02-28,,,1,0.001001,,,,,1,1.00E-06,1,2.014996,,,,,1,0.005001,,,1,0.492001,1,0.001001,,,,,1,8.687002,,,,,,,1,66.056003,1,555.458005,9,632.715011
,2024-03-30,,,,,,,,,,,,,1,0.771001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,1.658001,4,2.430003
112145336,2024-02-29,,,,,,,,,,,1,2.009997,1,0.008001,,,,,,,,,,,,,1,0.002001,1,5.882001,,,,,1,0,,,1,10.553001,6,18.455001
,2024-04-10,,,,,,,,,1,0.002002,1,2.103989,1,0.036001,,,,,,,,,1,0.001001,,,1,0.001001,,,,,1,0.001001,1,0,1,167.552995,1,265.693005,9,435.390995
,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,24.187001,2,24.187001
112189713,2024-04-02,,,1,0.001001,,,,,,,1,2.004992,,,,,,,,,,,,,,,,,,,,,,,,,,,1,510.754993,3,512.760986
,2024-05-15,,,1,0.001001,,,,,1,1.00E-06,1,2.008978,1,0.036002,,,,,,,,,,,,,1,3.00E-06,1,6.185001,,,,,1,0,1,32.087002,1,80.650005,9,120.967993
112198882,2024-02-17,,,1,1.00E-06,,,,,,,1,2.002991,1,0.015001,1,770.695001,1,0.005001,,,1,364.803003,,,,,1,0.001001,,,,,,,1,0,1,2.722001,1,218.5760025,10,1.36E+03
,2024-03-07,,,1,0.001001,,,,,1,1.00E-06,1,2.005983,1,0.007001,,,1,0.007001,,,1,8.236002,,,,,1,1.00E-06,,,,,,,,,1,22.291003,1,7.778003,9,40.325996
,2024-03-25,,,1,0.001001,,,,,1,1.00E-06,1,2.009991,1,0.025002,1,268.151991,1,0.007001,,,1,77.1045015,,,,,1,2.00E-06,,,,,,,1,0,1,3.8575015,1,11.23066933,11,362.3876613
112224721,2024-03-26,,,,,,,,,,,1,1.69099,,,1,2.186001,,,,,1,7.898001,,,,,,,,,,,,,,,,,1,0.409001,4,12.183993
,2024-03-27,,,,,,,,,,,,,1,0.013001,1,0,,,,,1,0,,,,,1,0.001001,,,,,,,1,0,,,1,31.365001,6,31.379003
112231040,2024-04-21,,,1,1.00E-06,,,,,1,0.002002,1,2.01498,,,1,0,1,0.028002,,,1,3.402002,,,,,,,,,,,,,1,0,1,30.160006,1,16.5630035,9,5.22E+01
,2024-04-22,,,,,,,,,,,,,1,0.010001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,47.573334,4,47.584336
,2024-04-23,,,1,0.001001,,,,,1,0.002001,1,0.317984,1,0.012001,1,93.826002,1,0.008001,,,1,83.3184945,,,,,1,1.00E-06,,,,,,,1,0,1,3.8525015,1,21.72633433,11,203.0643213
112233100,2024-03-16,,,,,,,,,,,,,1,1.848001,,,,,,,,,,,,,,,,,,,,,1,0,,,1,13.951001,3,15.799002
,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,12.770001,2,12.770001
112235972,2024-02-17,,,,,,,,,,,1,2.00499,,,,,,,,,,,,,,,,,1,21.370002,,,,,,,,,1,18.931001,3,42.305993
,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,225.151002,2,225.151002
,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,97.573002,2,97.573002
,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,28.1450015,2,28.1450015
,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,1.436001,2,1.436001
,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,3.295001,2,3.295001
,2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,114.641003,2,114.641003
,2024-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,4.178001,2,4.178001
,2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,138.782002,2,138.782002
,2024-05-10,,,,,,,,,,,,,1,0.005001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,12.517001,4,12.523003
112239522,2024-04-12,,,1,0.004001,,,,,1,0.002002,1,2.010971,,,,,1,0.004001,,,1,0.416001,1,0.001002,,,,,,,,,,,,,1,747.622978,1,558.135014,8,1308.19597
,2024-04-13,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0,,,1,130.488002,3,130.488002
,2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,38.414002,2,38.414002
,2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,2.934001,2,2.934001
112262507,2024-02-17,,,,,,,,,1,1.00E-06,1,2.003991,1,0.017001,,,,,,,,,,,,,1,0.001001,1,43.138003,1,0.001001,,,1,0,1,16.446002,1,13.566002,9,7.52E+01
,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,11.690001,2,11.690001
,2024-02-25,,,,,,,,,,,,,1,0.017001,,,,,,,,,,,,,,,1,14.849002,,,,,1,0,,,1,7.924001,4,22.790004
